year,journalname,title,author,orgn,keyword,fund,catelogcode,summary
2014,中国图书馆学报,青少年社会化阅读动机研究:以上海初高中生微信阅读为例,李武;,上海交通大学媒体与设计学院,社会化阅读; 阅读动机; 微信阅读; 青少年研究;,国家社科基金青年项目“新媒介环境下青少年社会化阅读及其引导机制研究”(编号:13CTQ015)； 上海市社科基金青年项目“上海市青少年数字阅读及其引导机制研究”(编号:2012ETQ001)的研究成果之一；,G792,"结合未成年读者传统阅读动机量表、数字阅读动机的新特点以及社会化阅读的主题特性,本文以上海初高中生微信阅读为例,考察青少年的社会化阅读动机问题。问卷调查分析表明:1青少年社会化阅读具有多维性特征,涉及三大类别六个维度,分别为内在性动机、社交性动机和成就性动机;2社交性动机是青少年开展社会化阅读活动最为主要的动机,其""社会交往""维度包含""阅读对现实社交的促进作用""和""基于虚拟阅读社区本身的社交""两个层面;3不同青少年群体在不同动机维度或维度组合上的表现强度有所差异,同时年级和所在区县这两个人口统计学变量对青少年的总体动机和部分动机维度具有显著影响。 "
2014,图书情报知识,微信语音找书研究,黎邦群;,惠州学院图书馆,微信; 公众号; 语音找书; 图书查询; 拼写检查; 中文分词; 拼音搜索;,,G250.7,"针对当前手机输入文字不便、拼写容易出错导致用户找书体验不佳的现状,通过分析语音找书的应用现状与实际工作中的应用需求,阐述了基于微信公众平台建设图书馆公众号语音找书应用的技术思路,采用拼写检查、中文分词、拼音搜索等关键技术和方法,判断用户的真实查询意图,优化图书查找的策略,对用户使用微信输入语音的识别结果进行修正和反馈,提出了语音找书的具体设计方案、建设实现过程、建设中出现的主要问题及解决方法,并对应用效果进行了评估,结果成功实现了微信语音找书,方便了用户,提升了找书的效率与服务的质量。 "
2014,大学图书馆学报,高校图书馆官方微信经营策略研究——以南京大学图书馆为例,史梅;翟晓娟;,南京大学图书馆,数字图书馆; 高校图书馆; 新媒体; 微信; 营销; 南京大学;,,G258.6,"截至2014年5月,南京大学图书馆官方微信的用户数已达8200余人,在校园中获得了良好口碑。总结经营微信的经验,其成功要素在于:一是通过传统宣传渠道大力宣传;二是运用微信OpenAPI接口与OPAC衔接实现馆藏查询、续借书刊等功能,突出实用性以加强用户黏性;三是运用网络语言和流行元素,展现亲和力以拉近与用户之间的距离;四是适当以有奖形式加强双方的沟通和合作。文章根据微信图文信息统计数据和用户反馈进行深入分析,充分展现""致用""、""亲和""、""有奖""在微信经营中的效果,旨在与同行分享经验,为高校图书馆更好地把握新媒体营销提供参考。 "
2014,情报资料工作,高校图书馆微信公众平台服务探略,王洪波;,大连工业大学图书馆,微信公众平台; 服务; 高校图书馆;,,G258.6;G252,"文章通过对高校图书馆微信公众平台应用情况的细致调查和深入研究,从账号类型、认证情况、热键设置、自定义菜单和群发内容等方面进行分析、总结,指出其中存在的问题,并从管理意识、人力配置、内容建设、对外宣传四个方面对微信平台的服务提出建议。 "
2014,情报资料工作,基于社会网络理论的微信用户关系实证分析,刘颖;张焕;,北京邮电大学公共管理学院,社会网络; 微信; 群体; 弱关系; 人际沟通;,北京市教工委首都大学生思政教育项目“新媒体时代90后大学生人际交往模式研究”(编号:BJSZ2014YB14)； 国家广电总局社科项目“三网融合推进广播电视创新发展的对策研究”(编号:GD71231)的研究成果；,G206,"文章随机选取一个微信用户,列出其好友之间的相互关注关系,形成用户关系网络,结合社会网络理论进行分析发现,微信用户关系网络符合小世界网络的特性,具有较高的聚类系数和较短的平均路径长度;该网络中用户的地位不一,用户关系呈现差序格局,有强关系和弱关系之分。同时,基于地缘、业缘、趣缘和学缘等关系,微信用户关系网络中存在大量的群体,部分群体有共享成员,群体之间也存在一定的沟通与交流,但在该网络,用户更加倾向于群体内部之间的交流。 "
2014,情报资料工作,高校图书馆移动信息服务中轻应用模式的应用及其借鉴——基于高校图书馆微信公众号的分析,白明凤;匡惠华;,贺州学院图书馆同方知网(北京)技术有限公司,轻应用; 微信; 高校图书馆; 移动信息服务;,2013年度广西高等学校人文社会科学研究项目“移动泛在环境下高校图书馆阅读教育问题与对策研究”(编号:SK13LX394)的研究成果；,G250.7;G258.6,"文章在对轻应用基本理念分析的基础上,介绍国内高校图书馆""超级APP+公众账号""模式的轻应用服务现状。在此基础上,阐述轻应用服务对丰富高校图书馆移动服务类型、为中小型高校图书馆开展手机移动信息服务提供便利的重要意义,认为高校图书馆应加强对开放平台适用性的研究。最后,针对我国高校图书馆轻应用设计提出建议,包括建设通用模板、完善用户体验和延伸服务内容。 "
2014,情报杂志,微信舆论场:生成、特征及舆情效能,王玉珠;,西安交通大学陕西理工学院,微信传播; 微信舆论场; 微信舆情; 舆论引导; 舆情演进;,,G206,"微信舆论场是数量庞大的微信用户对于社会现象或现实问题的描述和反映,借助人际社会网络的复杂关系交叉勾连形成共同意见,具有个人中心度高、议题多元、间接推动舆情等特点。当下微信舆论场已经成型,具有广泛参与基础、缺乏自净机制的密闭圈群增加了舆情监控的复杂程度,容易导致群体极化,既是多个舆论场共生互动的新生力量,又是推进舆情演进发展的双刃剑,应当引起重视。 "
2014,情报杂志,基于社会资本视角的微信和微博的对比研究——以高校人群为例,朱炜;郑大庆;王文灿;周晗晖;,上海财经大学信息管理与工程学院复旦大学计算机科学技术学院,社会资本; 社会化媒体; 社会化网络服务; 微博; 桥接型社会资本; 结合型社会资本;,国家自然科学基金“社会资本与社会化媒体使用行为的关系研究”(编号:71301096)； 国家自然科学基金“支持部门间协同的电子政务实施管理框架研究”(编号:71203131)； 上海市自然科学基金“绿色信息系统应用机理研究”(编号:13ZR1413400)；,G206,"社会化媒体最有影响的是社会化网络服务和微博,二者最有代表性的应用分别是腾讯微信和新浪微博,它们非常容易混淆。本研究从社会资本的角度,划分了4种社会资本,并以此比较微信和微博的差异。研究结果显示:微信使用者的线上结合型社会资本显著高于微博使用者,两者拥有的线下结合型社会资本没有显著性差异;无论是在线上还是线下,微博用户的桥接型社会资本显著高于微信使用者。研究的理论价值体现在从社会资本的角度实证检验了微博和微信的差异,实践价值体现在揭示了微信和微博两个平台之间不同的定位和应用策略。 "
2014,情报杂志,微信用户使用意愿影响因素研究,文鹏;蔡瑞;,武汉大学信息管理学院武汉大学计算机学院,微信; 用户使用意愿; UTAUT; 感知风险; 媒介丰富度;,,G206;F224,"3G网络和智能终端的普及让即时通信软件迅速占领用户市场。尝试将UTAUT模型理论、感知风险理论和媒介丰富度理论相结合构建理论模型,从接受因素、风险因素和内容因素三方面分析微信用户使用意愿的影响因素。通过问卷调查,采用SPSS和AMOS软件进行统计分析和结构方程模型分析,对该理论模型进行检验,并结合数据分析结果进行讨论,同时对未来的研究方向提出展望。 "
2014,图书情报工作,图书馆的微信营销,原丽娜;刘华;,上海大学图书情报档案系上海大学图书馆,微信; 图书馆; 营销;,,G250.7,"通过介绍微信及其特点,在分析目前图书馆微信开通及其主要功能的基础上,提出图书馆微信营销的策略:通过摇一摇等开发潜在用户、以漂流瓶和二维码来实现图书馆的品牌营销,利用公众平台和朋友圈进行定向营销以及采取微信与微博进行互动营销。 "
2014,图书情报工作,微信在图书馆信息服务中的应用研究,李雪;,国家图书馆,微信; 图书馆; 信息服务;,,G252;G206,"指出随着智能手机的普及,微信以其即时性、互动性、信息形式多样化的特点备受关注,并在各行各业得到广泛应用。图书馆应顺应时代发展潮流,以此为契机,开展基于微信的信息服务,更好地发挥文化交流与信息传播的作用。介绍微信及其在相关行业的应用情况,进而探讨微信应用于图书馆信息服务所起到的作用及应注意的问题,最后对该信息服务的未来进行展望。 "
2014,图书情报工作,青少年社会化阅读动机与行为之关系研究——以上海市初高中生微信阅读为例,李武;吴月华;刘宇;,上海交通大学媒体与设计学院上海大学图书情报档案系,社会化阅读; 阅读动机; 阅读行为; 青少年;,国家社会科学基金青年项目“新媒介环境下青少年社会化阅读及其引导机制研究”(项目编号:13CTQ015)； 上海市哲学社会科学规划课题青年项目“上海市青少年数字阅读及其引导机制研究”(项目编号:2012ETQ001)研究成果之一；,G252,"随着数字化文本和社会化媒体的发展,基于互动和分享的社会化阅读日益受到年轻读者的青睐。本研究以微信阅读为研究案例,以上海初高中生为样本对象考察了青少年社会化阅读动机和行为之间的关系。通过多阶段整群抽样方法,在上海14所中学获取1 039份有效问卷,对他们的数据分析表明:1青少年的内在性动机、成就性动机和社交性动机对社会化阅读行为均有显著影响,但社交性动机是他们开展社会化阅读活动最为重要的动机因素。2年级和区县这两个人口统计学变量对青少年的社交性动机和社会化阅读行为之间的关系具有显著的调节作用。相对于初中生和城区生而言,高中生和郊区生的社交性动机对其社会化阅读行为具有更强的解释和预测能力。 "
2014,图书情报工作,基于微信公众平台的图书馆二维码定位系统构建,林泽斐;,福建师范大学社会发展学院,图书馆; 二维码; 微信; 室内定位;,,G250.7,"通过对当前图书馆采用的室内定位技术手段进行分析,认为与传统图书馆室内定位手段相比,使用微信公众平台接口开发的二维码馆内定位系统在定位精度、成本和互动性上具有独特优势。从应用实践的角度入手,提出基于微信公众平台的馆内二维码定位系统运作流程,并阐述其关键实现技术。 "
2014,图书情报工作,微信在图书馆移动服务中的应用研究与实践,孙翌;李鲍;高春玲;,上海交通大学图书馆上海交通大学系统发展部辽宁师范大学管理学院,图书馆; 微信; 移动服务; 移动图书馆;,国家社会科学基金项目“移动阅读与图书馆延伸服务研究”(项目编号:10CTQ004)研究成果之一；,G250.7,"提出微信作为全媒体时代的新兴产物在图书馆移动服务中的应用意义,应用实践的角度入手,阐述微信在图书馆移动服务中个性化、轻便化和移动化的的设计思路。以上海交通大学图书馆的应用为例,构建符合设计思路的系统架构,并详细阐述其关键技术。统计分析表明,用户偏向于交互性信息咨询服务。最后对图书馆微信服务提出规划与设想。 "
2014,图书馆杂志,图书馆微信机器人的研究与应用,罗涛;朱莹;,东南大学图书馆中国人民解放军理工大学,微信机器人; 微信公众平台; 图书馆; 语义分析;,,G250.7,"随着使用微信的读者数量不断增加,越来越多的图书馆利用微信开展移动服务。在对微信公众平台研究的基础上,提出了一种图书馆微信机器人的设计方案。详细介绍了机器人的设计和实现过程,对接口绑定、消息处理和数据管理等关键技术进行了详细的阐述,最后分析了系统存在的问题并提出了改进方案。 "
2014,图书馆杂志,图书馆微信公众号建设,黎邦群;,惠州学院图书馆,图书馆公众号; 微信平台; 公众号开发; 消息收发; 图书查询; 读者服务;,,G250.7,"针对当前图书馆APP的下载量少、利用率低但微信的用户数多、影响大的现状,通过分析图书馆公众号的应用现状与实际工作中的应用需求,阐述了基于微信公众平台建设图书馆公众号的技术思路及设计理念,采用数据特征分析、模拟HTTP请求、全局唯一票据管理等关键技术和方法,实现了创建自定义菜单、设置系统命令字、接收消息、分析消息数据、发送客服消息、操作业务数据库、发送被动响应消息、网页授权获取用户信息及群发信息等功能,提出了图书馆公众号的具体设计方案、建设实现过程、建设中出现的主要问题及解决方法,并对应用效果进行了评估,结果建成了图书馆公众号,方便了用户,提升了服务的体验、效率与质量。 "
2014,图书馆杂志,微信在图书馆信息服务中的应用实践——以浙江省高校图书馆为例,张真;丁国峰;,中国美术学院图书馆杭州师范大学图书馆,信息服务; 微信图书馆;,,G252,"为了使读者在移动环境下更方便地使用图书馆的资源,我们在移动图书馆系统架构的基础之上,进行了微信图书馆的开发。本文详细介绍了微信图书馆的设计和实现过程,并对浙江省部分高校微信图书馆的应用进行了初步的介绍,以期进一步尝试拓展图书馆的信息服务方式。 "
2014,图书馆建设,图书馆微信公众号优化研究,黎邦群;,惠州学院图书馆,图书馆微信公众号; 公众平台; 公众号优化; 公众号开发;,,G250.7,"图书馆微信公众号的运营存在诸多乱象:有些图书馆微信公众号中未设置自定义菜单;有些自定义菜单设计不够科学、合理;功能不全,图书馆仅将公众号视作web访问入口,不支持语音查询,无响应信息;界面设计华而不实,缺少原则性与继承性,不注重细节、不够完善与美观;有些图书馆微信公众号存在可用性差、乱发群消息等问题。图书馆微信公众号开发者需要对其实现用户界面优化、功能优化及性能优化。惠州学院图书馆、广东省立中山图书馆和上海图书馆的微信公众号的运营较为优秀,可供其他图书馆参考。 "
2014,图书馆建设,高校图书馆微信公众平台服务发展现状及对策,张秋;杨玲;王曼;,清华大学图书馆,移动互联网; 自媒体; 图书馆; 微信公众平台;,,G258.6;G250.7,"微信公众平台是针对企业、媒体、机构等团体用户提供订阅服务的自媒体平台。目前,开通微信公众平台的高校图书馆数量不多,且存在发帖频率低、微信服务宣传推广不足、内容的表现形式较为单一等问题。高校图书馆应明确微信服务定位,做好微信服务规划;创新微信服务内容,提升微信服务内涵;运用微信先进技术和功能,丰富微信表现形式;了解读者需求,掌握微信发布规律;精心选择微信编辑人员,打造精品微信服务团队,以推动高校图书馆的数字化之路。 "
2014,图书馆论坛,图书馆微信服务平台的设计与实现,孔云;廖寅;资芸;薛秀珍;张仲华;,昆明理工大学图书馆昆明理工大学图书馆技术部昆明理工大学档案馆,微信; 微信公众账号; 开放接口; 移动信息服务; 社交网络;,,G250.7;TP311.52,"针对图书馆界和情报界对微信的关注和应用的不足,提出构建基于微信的图书馆移动信息服务平台的总体思路,阐述了平台的使用需求和可行性、服务平台的设计方法、核心原理和关键实现技术。结合昆明理工大学图书馆构建的微信服务平台,向业界分享平台的构建方法和使用经验。 "
2014,现代情报,基于微信的高校图书馆品牌营销现状与策略研究,洪海娟;卢振波;,浙江工业大学图书馆,微信; 高校图书馆; 品牌营销;,2013年国家社科基金项目“基于社会化媒体的图书馆品牌营销研究”(项目编号:13BTQ016)的研究成果之一；,G258.6;G206-F,"文章以""211工程""大学图书馆为例,对我国高校图书馆利用微信公众平台进行图书馆品牌营销的现状进行调查,分析当前高校图书馆微信营销存在的问题,提出符合图书馆自身特点的微信营销策略,包括:明确微信服务定位、加强微信账号推广、增强微信获取方式的便捷性、完善微信自助服务功能、改进微信营销内容质量、开发微信营销新功能,以期实现微信与图书馆品牌营销的有机融合。 "
2014,现代情报,基于“微信”的图书馆应用与服务模式研究,赵闯;王戴尊;,长春工程学院图书馆吉林省科学技术信息研究所,微信; 图书馆; 服务模式; 信息共享;,,G252,"微信作为时下最热门的社交信息平台,也是移动端的一大入口,正在演变成为更大的服务平台,而图书馆作为社会最大的服务机构,也应随着科技的发展探索出新的服务模式。本文通过对微信的概述,与图书馆服务进行融合,并从微信图书馆服务的现状入手,分析了图书馆微信的服务模式,最后对基于""微信""的图书馆服务发展提出了发展趋势。 "
2014,现代情报,移动社交媒体环境下的图书馆信息服务研究——国内图书馆微信公众服务平台现状调查,蒋丽平;郑红月;易安宁;,浙江中医药大学图书馆,微信; 图书馆; 信息服务; 移动图书馆; 移动网络; 社交媒体; 调查;,2013年浙江省高等学校图书情报工作委员会课题“大数据时代基于社交媒体的图书馆信息服务研究”(项目编号:2013TKT 21)； 浙江中医药大学2012年校科研基金“浙江中医药大学图书馆期刊馆藏3D虚拟导航系统研发”(项目编号:2012ZZ09)研究成果之一；,G250.7;G252,"随着智能手机的迅速普及,移动网络迅猛发展,基于手机的社交媒体蓬勃发展,微博、人人网等社交工具纷纷推出了各自的手机客户端,其中以微信为代表的即时通讯工具最为风靡。本研究对国内图书馆公众服务平台的信息服务现状进行了调查研究。在对国内图书馆公众微信服务现状进行实证调研的基础上,对图书馆微信服务的整体情况、服务特点、劣势、发展趋势等方面进行了分析。 "
2014,现代情报,政务微信的发展现状、问题分析及展望,蒋天民;胡新平;,南通大学图书馆,电子政务; 微信; 政务微信;,南通大学自然科学类科研基金“基于云计算的移动数字图书馆构建模式研究”(项目编号:12Z057)； 南通市科技应用计划课题“多租户社区医院管理系统研究”(项目编号:BK2013024)研究成果之一；,D63,"微信从诞生之日起到现在3年多的时间已经积攒了6亿用户,其巨大的影响力让政府部门意识到利用微信发布政府信息、实现政民沟通、在线服务等功能的便利性和重要性。政务微信不光光体现了政府重视民意,人民群众也看到了政府积极与群众在网上沟通的与时俱进的态度。随着政务微信的不断发展,如何结合政府实际工作,建设服务型政府,发挥政务微信的""沟通""、""便民""、""施政""的价值,是政府机构需要理清的问题。本文讨论了政务微信的功能、特点、国内现状,提出了未来政务微信的发展方向,希望为政务微信的良性发展提供参考。 "
2014,现代情报,基于微信公众平台的图书馆信息服务系统构建,周耀;董殿永;,南通大学图书馆,微信公众平台; 信息服务; 图书馆; XML;,南通大学人文社会科学研究项目“基于微信的图书馆信息服务模式研究”(项目编号:13w066)研究成果之一；,G250.7,"针对微信公众平台迅猛的发展势头和图书馆信息服务创新的紧迫性,分析了基于微信公众平台构建图书馆信息服务系统的优势,并以南通大学图书馆为例,利用微信公众平台开发模式实现了部分功能,最后提出了不足及努力方向。 "
2014,现代情报,基于微信公众平台的图书馆信息推送研究,康思本;,广东理工职业学院图书馆,微信公众平台; 图书馆; 信息推送;,广东省图书馆学会课题“基于‘协同创新’理念的图书馆支持教学模式建构研究”(项目编号:GDTK1232SB080)的研究成果之一；,G252,"微信公众平台因其强大的生态链,低廉的使用成本,高效、精准的信息推送和良好的实践效果等优势,成为一种理想的信息推送工具。信息推送的关键是信息内容的选择。本文通过抽取、分析读者的借阅、检索和Web浏览历史数据,挖掘其个性化信息需求;提出了基于微信公众平台开发一个第三方接口与图书馆管理系统对接以实现个性信息推送的构想。 "
2014,现代情报,基于微信平台的政务信息公开新模式,龚花萍;刘帅;,南昌大学信息管理系,微信; 微信公众平台; 政务信息公开;,江西省大学生创新创业训练计划项目“电子政务环境下基于ILM的灾害信息资源规划和建设研究”(项目编号:201310403071)； 南昌大学大学生创新训练项目“关于政府部门信息资源规划利用的研究”(项目编号:2012141)；,D630,"微信是腾讯推出的一款用于移动终端的免费即时通讯软件,政府部门可以通过微信平台,向公众推送政务信息。本文结合实际案例,分析了基于微信平台的政务信息公开新模式,认为微信政务信息公开是一种新型的政务公开方式,具有方便、快捷、交互性强等特点。通过与其他政务信息公开方式进行对比,阐明了微信政务信息公开的意义。 "
2014,现代情报,人际交往视角下微信功能的探讨,王欢;祝阳;,北京邮电大学公共管理学院,人际交往; 人际关系; 沟通方式; 微信; 功能;,教育部新世纪人才项目“网络社会与大学生价值观塑造”(项目编号:NCET-10-0264)； 北京市哲学社会科学规划项目“文化多元背景下当代大学生信息接受习惯与认知方式研究”(项目编号:BJZ2011ZL01)； 教育部基金项目“基于移动通信网的手机文化研究”(项目编号:08JA840003)；,C912.1;G206,"新信息技术正以全球的工具性网络整合世界,并产生了庞大多样的虚拟社群[1]。作为移动互联网时代的""新宠"",微信席卷并占领了通信市场。旨在从人际交往的角度,剖析微信的处于核心地位的功能。基于媒介延伸论,探讨""对讲机""功能如何实现人际沟通的""光荣革命""。从人际交往的符号互动理论出发,讨论了""摇一摇""功能体现出的社会心理。从弱关系和地缘性两个角度出发,分析了""附近的人""功能建立起的人际关系实质及其建立的认知过程。重点探讨了人际关系建立与发展的过程,以此反思""朋友圈""建立的过程。从人际关系分类与人际圈模型图两个方面,思考和解构基于微信形成的关系圈。 "
